title,company,location,country,workplace,job_type,level,applicants,salary,posted,skills,link
Work from Home Coding Expertise for AI Training (Thai),Outlier,"Orlando, FL",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107193654
Remote Coding Expertise for AI Training - Tier 2 - BR - Non US,Outlier,"New Jersey, United States",United States,Remote,Full-time,Entry level,1 person clicked apply,,Reposted 23 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++']",https://www.linkedin.com/jobs/view/4083726709
Remote Coding Expertise for AI Training (Swiss-Italian),Outlier,"Massachusetts, United States",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106279839
Remote Coding Expertise for AI Training (Swiss-Italian),Outlier,"New Jersey, United States",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106283586
Work from Home Coding Expertise for AI Training (Thai),Outlier,"Iowa, United States",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107170915
Work from Home Coding Expertise for AI Training (Thai),Outlier,"Clarksville, TN",United States,Remote,Full-time,Entry level,0,,18 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107166001
Work from Home - Coding Expertise for AI Training (Austrian German),Outlier,"Cleveland, OH",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107191404
Work from Home - Coding Expertise for AI Training (Austrian German),Outlier,"Allentown, PA",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107189881
Work from Home Coding Expertise for AI Training (Arabic - Saudi),Outlier,"Little Rock, AR",United States,Remote,Full-time,Entry level,0,,18 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107171022
Remote Coding Expertise for AI Training (Swiss-German),Outlier,"Kentucky, United States",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107189830
Work from Home Coding Expertise for AI Training (Arabic - Saudi),Outlier,"Rutland, VT",United States,Remote,Full-time,Entry level,0,,18 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107171023
Work from Home Coding Expertise for AI Training (Arabic - Saudi),Outlier,"Overland Park, KS",United States,Remote,Full-time,Entry level,0,,18 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107164090
Work from Home Coding Expertise for AI Training (Arabic - Saudi),Outlier,"Chesapeake, VA",United States,Remote,Full-time,Entry level,0,,18 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107167752
Work from Home Coding Expertise for AI Training (Thai),Outlier,"Charleston, WV",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107170641
Coding Expertise for AI Training (Arabic - Saudi),Outlier,"Lakeland, FL",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106281447
Remote Coding Expertise for AI Training (Portuguese),Jobs via Dice,"Newark, NJ",United States,Remote,Full-time,Entry level,1 person clicked apply,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106613995
Software Developer / Remote / Angular15+ and C#,Jobs via Dice,United States,United States,Remote,Full-time,Entry level,1 person clicked apply,,2 hours ago,"['C#', 'SQL']",https://www.linkedin.com/jobs/view/4107062706
Work from Home Coding Expertise for AI Training (Arabic - Saudi),Outlier,"Aurora, CO",United States,Remote,Full-time,Entry level,0,,18 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107160848
Work from Home Coding Expertise for AI Training (Arabic - Saudi),Outlier,"Tulsa, OK",United States,Remote,Full-time,Entry level,0,,18 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107168224
Remote Coding Expertise for AI Training (German),Jobs via Dice,"Milwaukee, WI",United States,Remote,Full-time,Entry level,0,,2 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107063535
Work from Home Coding Expertise for AI Training (Arabic - Saudi),Outlier,"Edmond, OK",United States,Remote,Full-time,Entry level,0,,18 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107165299
Remote Coding Expertise for AI Training (German),Jobs via Dice,United States,United States,Remote,Full-time,Entry level,0,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106619151
Software Asset Administrator,UnityPoint Health,"Hiawatha, IA",United States,Remote,Full-time,Entry level,4,,20 hours ago,['SQL'],https://www.linkedin.com/jobs/view/4104511807
Work from Home - Coding Expertise for AI Training (Austrian German),Outlier,"Lehigh Acres, FL",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107191710
Remote Coding Expertise for AI Training - Tier 3 - Non US,Outlier,"Illinois, United States",United States,Remote,Full-time,Entry level,3,,Reposted 23 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++']",https://www.linkedin.com/jobs/view/4083731234
Remote Coding Expertise for AI Training (Portuguese),Outlier,"Boston, MA",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106276868
Work from Home Remote Coding Expertise for AI Training (French),Outlier,"Nashua, NH",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107194066
Remote Coding Expertise for AI Training (Swiss-Italian),Outlier,"Cincinnati, OH",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106279781
Work from Home - Coding Expertise for AI Training (Austrian German),Outlier,"Illinois, United States",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107191217
.Net Developer,Jobs via Dice,United States,United States,Remote,Full-time,Entry level,62,,Reposted 5 hours ago,"['SQL', 'PostgreSQL', 'Angular', 'React', 'JavaScript', 'Azure', 'Kubernetes']",https://www.linkedin.com/jobs/view/4105504526
Work from Home Coding Expertise for AI Training (Thai),Outlier,"Lansing, MI",United States,Remote,Full-time,Entry level,0,,18 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107165210
AWS Developer,OKAYA INFOCOM,"Minneapolis, MN",United States,Hybrid,Full-time,,32,,23 hours ago,"['AWS', 'SQL', 'Jenkins']",https://www.linkedin.com/jobs/view/4106262222
Work from Home - Coding Expertise for AI Training (Austrian German),Outlier,"Charleston, WV",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107192526
Work from Home Coding Expertise for AI Training (Thai),Outlier,"McLean, VA",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107169700
Work from Home Coding Expertise for AI Training (Arabic - Saudi),Outlier,"Broken Arrow, OK",United States,Remote,Full-time,Entry level,0,,18 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107161744
Remote Coding Expertise for AI Training (Swiss-German),Outlier,"Michigan, United States",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107193659
Remote Coding Expertise for AI Training (German),Jobs via Dice,"Provo, UT",United States,Remote,Full-time,Entry level,0,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106614751
Remote Coding Expertise for AI Training (Swiss-German),Outlier,"State College, PA",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107194411
Work from Home Coding Expertise for AI Training (Thai),Outlier,"Kenosha, WI",United States,Remote,Full-time,Entry level,0,,18 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107167744
Work from Home Coding Expertise for AI Training (Arabic - Saudi),Outlier,"El Paso, TX",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107168846
Work from Home Coding Expertise for AI Training (Arabic - Saudi),Outlier,"Arlington, TX",United States,Remote,Full-time,Entry level,0,,18 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107164681
Work from Home Coding Expertise for AI Training (Arabic - Saudi),Outlier,"Green Bay, WI",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107178193
Work from Home Coding Expertise for AI Training (Arabic - Saudi),Outlier,"Fayetteville, NC",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107174229
Remote Coding Expertise for AI Training (German),Jobs via Dice,United States,United States,Remote,Full-time,Entry level,0,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106618192
Remote Coding Expertise for AI Training (German),Jobs via Dice,"Shreveport, LA",United States,Remote,Full-time,Entry level,0,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106617547
Remote Coding Expertise for AI Training (German),Jobs via Dice,"Omaha, NE",United States,Remote,Full-time,Entry level,0,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106617354
Remote Coding Expertise for AI Training (German),Jobs via Dice,"Clarksville, TN",United States,Remote,Full-time,Entry level,0,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106612981
Remote Coding Expertise for AI Training (French),Outlier,"Gainesville, FL",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107180881
Work from Home Coding Expertise for AI Training (Thai),Outlier,"Minneapolis, MN",United States,Remote,Full-time,Entry level,0,,18 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107171415
Work from Home Coding Expertise for AI Training (Thai),Outlier,"Broken Arrow, OK",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107192378
Remote Coding Expertise for AI Training (French),Jobs via Dice,"Boston, MA",United States,Remote,Full-time,Entry level,0,,2 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107067016
Work from Home - Remote Coding Expertise for AI Training (Swiss-German),Outlier,"Ohio, United States",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107184737
Work from Home - Remote Coding Expertise for AI Training (Swiss-German),Outlier,"Mason, OH",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107182056
Remote Coding Expertise for AI Training (Swiss-German),Outlier,"Vermont, United States",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107193605
Remote Coding Expertise for AI Training (Swiss-German),Outlier,"Austintown, OH",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107188728
Remote Coding Expertise for AI Training (Swiss-German),Outlier,United States,United States,Remote,Full-time,Entry level,1 person clicked apply,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107191574
Work from Home - Coding Expertise for AI Training (Japanese),Outlier,"Warren, OH",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107179772
Remote Coding Expertise for AI Training (Swiss-Italian),Outlier,"Stamford, CT",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106284229
Work from Home Coding Expertise for AI Training (Thai),Outlier,"South Carolina, United States",United States,Remote,Full-time,Entry level,0,,18 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107171069
Work from Home Coding Expertise for AI Training (Vietnamese),Outlier,"Newark, NJ",United States,Remote,Full-time,Entry level,0,,18 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107171061
Work from Home Coding Expertise for AI Training (Thai),Outlier,"Norfolk, VA",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107195033
Work from Home Coding Expertise for AI Training (Vietnamese),Outlier,"Bridgeport, CT",United States,Remote,Full-time,Entry level,0,,18 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107162763
"Research Scientist, ML Systems - New College Grad 2025",NVIDIA,"Austin, TX",United States,,Full-time,Entry level,98,,Reposted 10 hours ago,"['C', 'C++', 'Python']",https://www.linkedin.com/jobs/view/4053606083
Software Developer / Remote / Angular15+ and C#,Jobot,"Cincinnati, OH",United States,Remote,Full-time,,15,,7 hours ago,"['C#', 'SQL']",https://www.linkedin.com/jobs/view/4105146256
Work from Home Coding Expertise for AI Training (Arabic - Saudi),Outlier,"Bismarck, ND",United States,Remote,Full-time,Entry level,0,,18 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4107167921
Remote Coding Expertise for AI Training (New Zealand),Outlier,"Stamford, CT",United States,Remote,Full-time,Entry level,0,,17 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106281565
Remote Coding Expertise for AI Training (German),Jobs via Dice,"Rockford, IL",United States,Remote,Full-time,Entry level,0,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106617353
Remote Coding Expertise for AI Training (German),Jobs via Dice,United States,United States,Remote,Full-time,Entry level,0,,5 hours ago,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift']",https://www.linkedin.com/jobs/view/4106618137
